weather_id,temperature,humidity
1,22.61359953,63.69070564
2,26.10018422,71.57476937
3,23.55882094,71.59351368
4,19.97215954,57.68272924
5,18.47891261,62.69503871
6,21.77689322,57.80840636
7,25.6217169,66.50415474
8,25.19192419,66.69029010000001
9,20.41683147,62.55424820000001
10,24.92162194,66.78627406
11,23.31689124,73.4541537
12,24.84016732,68.3584573
13,22.27526694,58.84015925
14,18.87751445,65.76816093
15,25.19008683,60.200168700000006
16,18.25405352,55.28220433
17,24.612911800000006,70.4162444
18,25.1420613,65.26185135
19,23.09348056,60.11593810000001
20,18.05033737,62.89366992
21,24.9321581,73.80435276
22,18.14710054,71.09445342
23,18.28362235,66.65952796
24,18.83344471,58.75082029
25,25.71895816,67.22190688
26,25.33797709,68.49835977
27,23.89114571,57.48775781
28,21.53574127,71.50905983
29,23.08974909,63.10459626
30,25.61707368,63.4711755
31,21.44526922,63.1621551
32,18.51816776,55.53128131
33,22.53510514,67.99257471
34,23.02038334,61.89472002
35,24.89364635,65.61418761
36,25.77175115,74.089114
37,19.39851734,62.35750641
38,21.54156232,59.64024162
39,23.79746068,74.82913698
40,18.9802729,74.52600826
41,24.10859207,73.13112261
42,24.7947077,70.04556743
43,21.63162756,60.27766379
44,25.37548751,57.21025565
45,22.21738222,72.85462807
46,20.58314011,69.00128641
47,24.87502824,68.74248334
48,20.03728219,56.35606753
49,25.95263264,61.89082199
50,19.28889933,65.47050802
51,20.57981887,65.34583901
52,24.71417533,56.73426469
53,20.27317074,63.91281869
54,18.41932981,64.23580251
55,23.39128187,61.74427165
56,19.84939404,61.24500053
57,21.869274,61.91044947
58,22.8056033,56.50768935
59,19.0781471,69.02298571
60,22.02720976,65.35549924
61,23.80546189,59.24537979
62,18.52510753,69.0276233
63,23.50297882,61.32026065
64,26.54986394,72.89187265
65,19.29563411,69.63481219
66,20.68899915,59.4375337
67,19.32666088,68.03449300000001
68,24.60532218,73.58868502
69,22.27373646,59.52193158
70,25.70196694,61.33450447
71,19.20129357,68.30578978
72,21.70181447,60.47470519
73,20.51716779,59.21235483
74,23.30355338,73.62548442
75,24.2547451,55.64709899
76,24.86374934,65.7420046
77,22.6265115,65.77472881
78,18.04185513,60.61494304
79,23.26237612,72.33125523
80,22.88330922,71.59722446
81,25.97482359,69.36385721
82,26.14384005,66.20569924
83,18.66116213,61.55327249
84,25.10787449,55.97732754
85,23.33844615,59.24580604
86,25.08239719,65.92195844
87,25.36768364,72.52054555
88,25.34217103,63.31801994
89,25.00933355,67.816568
90,18.66746724,71.516474
91,20.37999665,63.73849998
92,18.09300227,72.61024172
93,26.16985907,71.96246617
94,18.65396672,61.37879671
95,26.07470121,59.37147589
96,18.92851916,72.80086137
97,23.30546753,63.24648023
98,18.74826712,62.49878458
99,19.74213321,59.66263104
100,25.73044432,70.74739256
101,27.43329405,87.80507732
102,28.3340432,80.77275974
103,27.01470397,84.34262707
104,28.17432665,81.04554836
105,29.87888063,87.32761241
106,29.89232778,89.71503316
107,28.56212158,83.24855855
108,27.53592929,85.57019009999998
109,29.68361658,87.93598094
110,28.14448546,82.1193047
111,29.53037621,86.73346018
112,27.88352946,86.45147631
113,28.22471276,82.35916228
114,29.008124,84.96089355
115,29.75538903,86.45193297
116,29.78416743,85.16906976
117,27.8640132,80.4513142
118,27.11026483,84.96771717
119,27.11030369,83.64274107
120,28.95451232,89.07866095
121,29.21780035,87.93724219
122,28.7420098,85.81675947
123,29.65021184,80.29868321
124,27.23924995,86.404241
125,28.95172351,81.67085323
126,28.18837136,82.60629652
127,28.30041493,86.20681554
128,27.89636126,88.71782287
129,28.6899851,87.50436797
130,27.826262300000003,88.73100226
131,28.70562673,81.59200689
132,28.6362812,84.61431076
133,28.28511547,88.4393979
134,27.60887393,86.13316408
135,28.60901145,86.99495766
136,29.24598976,84.80084105
137,28.62911222,89.11480590000002
138,29.57329479,88.07505524
139,27.82684262,87.16679147
140,29.8757015,83.14796296
141,27.33684386,88.50229102
142,29.83040388,89.30428305
143,28.2753171,82.76020821
144,29.86860065,85.99127934
145,29.5888162,89.9939693
146,28.07219563,82.9116472
147,27.84026517,89.99615558
148,27.10818093,87.45126690000002
149,27.68515114,81.94268594
150,29.34594634,85.60472562
151,28.36319404,84.8593608
152,27.65280218,89.80650642
153,27.31372793,85.44815232
154,27.06909959,86.89934108
155,28.06642822,85.91625451
156,27.73329078,81.13903037
157,27.53632932,89.92908171
158,29.66461594,84.28187572
159,29.914544300000006,85.85384444
160,28.36363858,87.59810657
161,29.46416042,87.60890009
162,29.73013036,82.89166381
163,27.46852989,87.17649
164,27.77076285,87.09979549
165,29.12939524,88.48312598
166,27.10606808,89.89593328
167,28.88078945,86.94206817
168,28.14720892,83.8001509
169,29.89129144,80.14487166
170,27.41503453,80.98004661
171,29.27308605,89.4875022
172,29.65296893,88.48587386
173,28.44524991,82.67639542
174,27.96235681,83.97586797
175,29.25649321,81.97952224
176,28.36291385,88.00989267
177,27.62749466,86.49366929
178,28.66086349,86.12194568
179,29.2114218,87.11497805
180,29.40889385,86.16063492
181,28.02952623,84.8845732
182,28.08657178,80.35005927
183,29.16174608,80.28038146
184,29.8596912,80.03499648
185,29.06631494,83.6869203
186,27.38538997,88.66663953
187,27.93034941,85.42058715
188,29.2808618,81.8009244
189,28.9973145,83.78911515
190,27.92678579,86.5543196
191,28.5474135,88.9570454
192,29.36488409,89.1886954
193,28.56149805,83.63802195
194,28.43683487,87.91332682
195,28.79728147,80.45744422
196,28.7275267,89.12760359
197,27.95639663,83.52706038
198,28.17458662,83.69659318
